stime,flgs,proto,sport,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,attack_category
1528104434,1000,100,4922,53,2,891,3000,1528104434,19,0.010223,0.010223,0,0.010223,0.010223,0.010223,1,1,85,806,97.818642,0,0,0,Normal
1528104528,1000,100,41602,123,2,180,3000,1528104528,21,0.007262,0.007262,0,0.007262,0.007262,0.007262,1,1,90,90,137.70311,0,0,0,Normal
1528104528,1000,300,0,0,2,120,3000,1528104528,22,5.90E-05,5.90E-05,0,5.90E-05,5.90E-05,5.90E-05,1,1,60,60,16949.15234,0,0,0,Normal
1528104533,1000,300,0,53,2,120,3000,1528104533,23,8.80E-05,8.80E-05,0,8.80E-05,8.80E-05,8.80E-05,1,1,60,60,11363.63672,0,0,0,Normal
1528104543,1000,400,133,53,1,70,5000,1528104543,24,0,0,0,0,0,0,1,0,70,0,0,0,0,0,Normal
1528104564,1000,400,133,53,1,70,5000,1528104564,25,0,0,0,0,0,0,1,0,70,0,0,0,0,0,Normal
1528104587,1000,100,40550,123,2,180,3000,1528104587,26,0.007118,0.007118,0,0.007118,0.007118,0.007118,1,1,90,90,140.488892,0,0,0,Normal
1528104587,1000,300,0,0,2,120,3000,1528104587,27,5.50E-05,5.50E-05,0,5.50E-05,5.50E-05,5.50E-05,1,1,60,60,18181.81836,0,0,0,Normal
1528104593,1000,300,0,53,2,120,3000,1528104593,28,0.000139,0.000139,0,0.000139,0.000139,0.000139,1,1,60,60,7194.244629,0,0,0,Normal
1528104434,1000,200,33010,443,35,6434,2000,1528104605,20,171.024002,0.022585,0.017236,0.09034,0.005979,0.04627,19,16,2865,3569,0.198803,0.105248,0.087707,0,Normal
1528105144,1000,100,64553,53,2,225,3000,1528105144,13,0.000418,0.000418,0,0.000418,0.000418,0.000418,1,1,85,140,2392.344482,0,0,0,Normal
1528105415,1000,100,59715,123,2,180,3000,1528105415,10,0.285599,0.285599,0,0.285599,0.285599,0.285599,1,1,90,90,3.501413,0,0,0,Normal
1529283982,1000,100,138,138,4,986,1000,1529285063,15,1080.378906,0,0,0,0,0,4,0,986,0,0.002777,0.002777,0,0,Normal
1529283953,1000,200,60864,443,12,1053,2000,1529284065,12,112.047569,0.024268,0.015937,0.072805,0.005787,0.044681,8,4,697,356,0.098173,0.062473,0.026774,0,Normal
1529284104,1000,100,138,138,4,1086,1000,1529284835,23,731.272095,0.000104,4.00E-06,0.000209,0.000101,0.000108,4,0,1086,0,0.004102,0.004102,0,0,Normal
1529284214,1000,100,5353,5353,1,180,1000,1529284214,114,0,0,0,0,0,0,1,0,180,0,0,0,0,0,Normal
1529284214,1000,100,5353,5353,1,160,1000,1529284214,115,0,0,0,0,0,0,1,0,160,0,0,0,0,0,Normal
1529283903,4000,200,80,8080,154524,150586104,3000,1529285155,1,1252.18335,4.912128,0.495819,982.425598,0.11183,4.999955,77262,77262,72871372,77714732,123.402855,61.701027,61.701027,0,Normal
1529283903,1000,100,3456,80,211723,205967491,3000,1529285355,2,1451.931396,4.887452,0.557124,1348.936646,0.124282,4.999977,105862,105861,100585068,105382423,145.820938,72.910469,72.909782,0,Normal
1529283903,1000,100,80,80,109100,104676970,1000,1529285355,3,1451.931396,4.885636,0.55851,1387.52063,0.111865,4.99999,109100,0,104676970,0,75.140602,75.140602,0,0,Normal
1529283903,1000,200,80,80,113651,106386339,3000,1529285355,4,1451.931396,4.888326,0.547914,1446.944458,0.111861,4.999993,113651,0,106386339,0,78.275047,78.275047,0,0,Normal
1529283903,1000,200,0,22,68190,48468828,3000,1529285355,7,1451.902954,4.878074,0.566837,1443.909912,0.0585,4.999984,68190,0,48468828,0,46.96526,46.96526,0,0,Normal
1529283903,1000,100,365,565,61091,3665460,1000,1529285355,5,1451.931519,4.876519,0.570058,1443.449707,0.049774,4.99997,61091,0,3665460,0,42.074986,42.074986,0,0,Normal
1529283903,1000,200,80,80,38359,11354264,3000,1529285355,6,1451.915405,4.878789,0.53337,1439.242798,0.603979,4.999936,38359,0,11354264,0,26.418894,26.418894,0,0,Normal
1529283904,5000,200,50850,8883,2478,579516,3000,1529285352,8,1447.922485,3.812114,0.969525,1120.761353,0,4.999966,1239,1239,497742,81774,1.710727,0.855022,0.855018,0,Normal
1529284262,4000,200,8080,22,72778,70927486,3000,1529285355,3,1093.176392,4.839635,0.639072,464.60495,0.987489,4.999962,36389,36389,36601157,34326329,66.573883,33.286484,33.286484,0,Normal
1529284492,1000,300,138,53,2,120,3000,1529284492,11,6.60E-05,6.60E-05,0,6.60E-05,6.60E-05,6.60E-05,1,1,60,60,15151.51465,0,0,0,Normal
1529284492,1000,100,52670,53,2,225,3000,1529284492,12,0.000446,0.000446,0,0.000446,0.000446,0.000446,1,1,85,140,2242.152588,0,0,0,Normal
1529284587,1000,300,0,22,2,120,3000,1529284587,12,5.20E-05,5.20E-05,0,5.20E-05,5.20E-05,5.20E-05,1,1,60,60,19230.76953,0,0,0,Normal
1529284744,1000,100,49844,123,2,180,3000,1529284744,10,0.288762,0.288762,0,0.288762,0.288762,0.288762,1,1,90,90,3.463059,0,0,0,Normal
1529284744,1000,100,49421,123,2,180,3000,1529284744,11,0.049022,0.049022,0,0.049022,0.049022,0.049022,1,1,90,90,20.399004,0,0,0,Normal
1529284744,1000,300,0,4433,2,120,3000,1529284744,12,0.000154,0.000154,0,0.000154,0.000154,0.000154,1,1,60,60,6493.506836,0,0,0,Normal
1529284744,1000,300,0,0,2,102,3000,1529284744,13,2.40E-05,2.40E-05,0,2.40E-05,2.40E-05,2.40E-05,1,1,60,42,41666.66406,0,0,0,Normal
1529284749,1000,300,5353,53,2,102,3000,1529284749,14,0.000295,0.000295,0,0.000295,0.000295,0.000295,1,1,42,60,3389.830566,0,0,0,Normal
1529284749,1000,300,4433,53,2,120,3000,1529284749,15,0.000112,0.000112,0,0.000112,0.000112,0.000112,1,1,60,60,8928.571289,0,0,0,Normal
1529284808,1000,100,80,3456,15579,15156281,3000,1529284907,4,98.310432,4.904157,0.391697,98.083145,3.196841,4.999384,7790,7789,7754473,7401808,158.457245,79.228622,79.218452,0,Normal
